"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"p_0001";"v_283";"v_1";"v_321";"v_322";"v_323";"v_324";"v_325";"v_326";"v_327";"v_328";"v_329";"v_330";"v_169";"v_285";"v_282";"v_10";"v_11";"v_286";"v_19";"v_20";"v_21";"v_22";"v_23";"v_24";"v_25";"v_26";"v_27";"v_28";"v_29";"v_30";"v_31";"v_32";"v_33";"v_34";"v_35";"v_292";"v_293";"v_49";"v_50";"v_54";"v_331";"v_297";"v_298";"v_316";"v_317";"v_318";"v_319";"v_55";"v_56";"v_287";"v_296";"v_306";"v_307";"v_313";"v_314";"v_104";"v_105";"v_106";"v_107";"v_108";"v_109";"v_205";"v_206";"v_207";"v_208";"v_209";"v_210";"v_228";"v_229";"v_230";"v_231";"v_232";"v_126";"v_85";"v_86";"v_87";"v_88";"v_234";"v_233";"v_100";"v_99";"v_101";"v_120";"v_121";"v_122";"v_284";"v_239";"v_240";"v_238";"v_132";"v_133";"v_134";"v_135";"v_136";"v_137";"v_247";"v_248";"v_249";"v_250";"v_251";"v_252";"v_144";"v_145";"v_146";"v_147";"v_148";"v_149";"v_150";"v_151";"v_152";"v_153";"v_154";"v_265";"v_157";"v_266";"v_164";"v_267";"v_165";"v_268";"v_166";"v_269";"v_167";"v_270";"v_168";"v_288";"v_333";"v_334";"v_272";"v_273";"v_186";"v_187";"v_188";"v_190";"v_191";"v_271";"v_193";"v_195";"v_196";"ext_host";"ip_addr";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6028401";"rts6028402";"rts6028403";"rts6028404";"rts6028405";"rts6028407";"rts6028408";"rts6028410";"rts6028411";"rts6028412";"rts6028413";"rts6028414";"rts6028415";"rts6028416";"rts6028417";"rts6028419";"rts6028420";"rts6028421";"rts6028422";"rts6028423";"rts6028424";"rts6028425";"rts6028426";"rts6028427";"rts6028428";"rts6028429";"rts6028430";"rts6028431";"rts6028432";"rts6028434"
"2098";"0";"0";"31";"6028435";"-77";"1872";"5A11451C-E754-472D-8448-1A641F4195AB";"3";"keine Ahnung";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"47";"2";"1";"1";"1";"3";"3";"2";"3";"1";"3";"1";"3";"3";"2";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"7";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"6";"6";"1";"0";"0";"1";"7";"6";"2";"2";"6";"6";"3";"5";"2";"2";"6";"2";"6";"2";"6";"6";"6";"2";"2";"2";"2";"2";"2";"2";"5";"2";"1";"0";"0";"0";"1";"3";"0";"3";"4";"2";"3";"3";"3";"6";"3";"2";"4";"3";"6";"6";"5";"3";"3";"3";"4";"3";"7";"3";"3";"4";"3";"5";"-99";"1";"-99";"2";"-99";"3";"-99";"7";"-99";"4";"-99";"6";"5";"2";"1";"1";"3";"-99";"3";"-99";"1";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0";"https://www.panelservice.com/ps/se.ashx";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"1";"1,7,4";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"0";"0";"-77";"-77";"49aff1161cdeb2b4c018b13cee2799e6";"3";"0";"1634586803";"2021-10-18 19:53:23";"2021-10-18 20:24:35";"0000-00-00 00:00:00";"23";"52";"200";"282";"326";"0";"376";"396";"504";"590";"652";"691";"749";"852";"884";"968";"1015";"1116";"1178";"1295";"1315";"1374";"1584";"1614";"1645";"1689";"1736";"1775";"1859";"1872"
"2099";"0";"0";"31";"6028435";"-77";"1468";"DC6CABBA-4E38-4A00-AC1E-6F5E23AEA30C";"3";"Bitcoin";"1";"1";"2";"1";"1";"2";"1";"2";"2";"1";"2";"26";"1";"1";"2";"3";"1";"3";"1";"1";"2";"1";"1";"1";"3";"1";"3";"1";"0";"1";"0";"0";"0";"1";"0";"2";"2";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"1";"4";"3";"-77";"-77";"-77";"1";"3";"3";"4";"2";"3";"2";"4";"3";"2";"2";"2";"2";"6";"2";"5";"6";"5";"1";"2";"2";"2";"2";"1";"-77";"5";"3";"3";"0";"0";"0";"1";"1";"0";"2";"4";"4";"5";"5";"4";"6";"5";"5";"6";"4";"6";"6";"6";"5";"4";"5";"3";"3";"4";"5";"3";"4";"2";"3";"-99";"3";"-99";"6";"-99";"6";"-99";"4";"-99";"6";"-99";"8";"4";"1";"1";"1";"5";"-99";"3";"-99";"8";"-99";"1";"-99";"1";"-99";"-99";"Mozilla/5.0 (Android 8.1.0; Mobile; rv:93.0) Gecko/93.0 Firefox/93.0";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"1";"1,7,5";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"1";"0";"-77";"-77";"c68f0b401e0dc39578c4076d1c717dd9";"3";"0";"1634586879";"2021-10-18 19:54:39";"2021-10-18 20:19:07";"0000-00-00 00:00:00";"4";"35";"124";"189";"250";"0";"292";"0";"519";"585";"637";"681";"734";"800";"824";"882";"918";"967";"1010";"1078";"1081";"1162";"1209";"1250";"1298";"1327";"1380";"1409";"1449";"1468"
"2100";"0";"0";"31";"6028435";"-77";"970";"4679569D-9CB7-4CA7-A370-B2FDF1D87C2D";"3";"Digitales Geld";"1";"1";"2";"1";"1";"2";"1";"2";"1";"2";"1";"45";"1";"2";"3";"6";"1";"2";"2";"2";"2";"2";"2";"2";"3";"2";"2";"2";"0";"0";"0";"0";"0";"0";"1";"7";"4";"1";"-77";"13";"3";"1";"0";"0";"0";"2";"2";"5";"5";"0";"1";"0";"1";"3";"4";"4";"4";"5";"5";"2";"5";"6";"6";"6";"2";"7";"3";"4";"4";"2";"2";"2";"2";"2";"2";"2";"1";"1";"4";"1";"0";"0";"0";"1";"1";"0";"2";"3";"3";"4";"4";"1";"6";"4";"2";"4";"7";"4";"4";"4";"4";"4";"3";"6";"6";"6";"4";"1";"1";"4";"4";"-99";"1";"gar nicht";"4";"gar nicht";"1";"gar keinen";"1";"-99";"1";"-99";"3";"7";"2";"1";"1";"5";"-99";"9";"Freiberufler";"24";"Elektronik";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"2";"2,7,4";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028407,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"0";"0";"-77";"-77";"86deeb7cc6eeef290d84932f632b5b0c";"3";"0";"1634587252";"2021-10-18 20:00:52";"2021-10-18 20:17:02";"0000-00-00 00:00:00";"7";"21";"106";"135";"166";"195";"222";"229";"274";"299";"328";"351";"386";"434";"453";"500";"559";"589";"613";"654";"662";"698";"733";"779";"827";"854";"874";"891";"962";"970"
"2101";"0";"0";"31";"6028435";"-77";"1292";"D6DD4E21-243C-401F-8216-174C6AAFA222";"3";"Zukunft";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"17";"2";"1";"2";"1";"2";"3";"3";"2";"1";"2";"3";"3";"3";"3";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"4";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"1";"1";"-77";"-77";"-77";"2";"1";"4";"6";"4";"2";"3";"1";"1";"1";"1";"1";"2";"3";"5";"5";"7";"6";"2";"1";"2";"2";"2";"1";"-77";"6";"4";"2";"0";"0";"0";"1";"1";"0";"2";"4";"4";"4";"4";"4";"6";"3";"3";"4";"4";"6";"6";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"3";"3";"Ein Auto  Zeugnis  Grundbucheintrag";"2";"Weiß nicht";"3";"Bestellungen im Internet";"7";"Autoversicherung";"7";"You tube";"4";"Nichts kaufen  Vl getragene Unterwäsche verkaufen";"1";"3";"2";"1";"6";"7";"-99";"3";"-99";"21";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Linux; Android 10; Redmi Note 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"3";"3,1,7";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028419,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"1";"1";"0";"-77";"-77";"1b5168c5e4db6efba10d59b54b156456";"3";"0";"1634587572";"2021-10-18 20:06:12";"2021-10-18 20:27:44";"0000-00-00 00:00:00";"5";"18";"145";"186";"211";"0";"243";"0";"302";"346";"403";"428";"476";"525";"544";"682";"711";"744";"777";"825";"833";"911";"967";"1025";"1091";"1154";"1209";"1234";"1281";"1292"
"2102";"0";"0";"31";"6028435";"-77";"1827";"99808E5A-4901-4C41-90D1-7E8877CA1DDB";"3";"digitale Transformation";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"1";"61";"2";"1";"1";"4";"3";"3";"1";"1";"1";"1";"1";"3";"3";"3";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"6";"3";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"3";"5";"1";"0";"0";"2";"7";"7";"2";"4";"7";"6";"4";"3";"2";"2";"7";"2";"5";"4";"4";"5";"6";"2";"2";"2";"1";"2";"2";"1";"3";"6";"1";"0";"0";"0";"1";"1";"0";"2";"4";"4";"5";"4";"5";"6";"5";"4";"6";"6";"6";"5";"5";"4";"4";"5";"4";"4";"6";"6";"6";"6";"2";"5";"mein Auto";"6";"Bei Erbsachen";"6";"Corona Impfung";"6";"Autoversicherung nur bei bentzung";"4";"Bei  umfragen";"6";"Private Gegenstände";"8";"6";"1";"1";"2";"7";"-99";"9";"Rentner";"24";"Rentner";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"6";"6,2,7";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"1";"0";"0";"-77";"-77";"2ece4a6a5570fa1614b9a8a7b667bf0c";"3";"0";"1634588515";"2021-10-18 20:21:55";"2021-10-18 20:52:22";"0000-00-00 00:00:00";"17";"51";"458";"513";"548";"0";"584";"600";"675";"726";"773";"842";"902";"964";"990";"1042";"1112";"1168";"1220";"1296";"1303";"1386";"1440";"1491";"1566";"1626";"1682";"1711";"1815";"1827"
"2103";"0";"0";"31";"6028435";"-77";"1967";"A223A864-F282-4524-AA2F-ED10663715AF";"3";"nichts";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"48";"2";"1";"1";"1";"3";"3";"3";"2";"1";"3";"3";"3";"3";"3";"2";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"6";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"5";"2";"0";"0";"1";"2";"5";"6";"4";"4";"3";"4";"4";"3";"1";"1";"3";"2";"3";"2";"4";"5";"4";"2";"2";"2";"2";"2";"1";"-77";"6";"3";"1";"0";"0";"0";"1";"1";"0";"2";"3";"3";"4";"4";"4";"6";"4";"2";"5";"4";"5";"4";"4";"4";"3";"4";"3";"4";"5";"5";"4";"5";"3";"6";"-99";"4";"-99";"6";"-99";"5";"-99";"6";"-99";"6";"-99";"5";"3";"2";"1";"3";"9";"Abitur/Berufsfachschule";"9";"EU-Rente mit Mini-Job";"8";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"1";"1,7,4";"0";"6028401,6028402,6028403,6028403,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"1";"0";"0";"-77";"-77";"c5d9f45c02a625996875c517bf62a76b";"3";"0";"1634588537";"2021-10-18 20:22:17";"2021-10-18 20:55:04";"0000-00-00 00:00:00";"8";"39";"250";"335";"371";"0";"433";"473";"592";"651";"719";"765";"837";"928";"947";"1059";"1130";"1200";"1246";"1350";"1357";"1500";"1553";"1620";"1683";"1722";"1755";"1797";"1956";"1967"
"2104";"0";"0";"31";"6028435";"-77";"1021";"A1BA7FF1-FC77-47D2-BC7F-616C0487423F";"3";"Kryptowährungen";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"50";"1";"1";"5";"4";"2";"3";"3";"2";"2";"1";"3";"3";"3";"2";"2";"1";"0";"1";"0";"0";"0";"0";"0";"5";"3";"1";"-77";"16";"2";"1";"0";"1";"0";"2";"1";"3";"3";"-77";"-77";"-77";"2";"3";"2";"4";"5";"5";"5";"4";"3";"4";"3";"5";"2";"5";"5";"4";"2";"5";"1";"1";"1";"1";"2";"1";"-77";"6";"2";"2";"0";"0";"0";"1";"1";"0";"2";"4";"3";"5";"6";"6";"6";"6";"5";"6";"6";"7";"6";"7";"6";"3";"5";"2";"2";"2";"7";"6";"6";"2";"6";"Zeugnisse, ";"6";"Immobilienbeteiligungen";"6";"Bankwesen, Kreditvergabe";"6";"Onlinehandel";"7";"Urheberrecht";"5";"weiss nicht, würde ich nicht nutzen";"9";"5";"1";"1";"3";"5";"-99";"1";"-99";"24";"Arbeite nicht";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"2";"2,7,4";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028407,6028408,6028409,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028432,6028432,6028433,6028434,6028435";"1";"0";"0";"-77";"-77";"26033c359eceb56d30994275f903ceed";"3";"0";"1634588858";"2021-10-18 20:27:38";"2021-10-18 20:44:39";"0000-00-00 00:00:00";"5";"20";"87";"129";"163";"200";"230";"0";"272";"298";"324";"347";"388";"427";"446";"502";"534";"564";"590";"631";"636";"708";"741";"803";"857";"890";"948";"963";"1011";"1021"
"2107";"0";"0";"31";"6028435";"-77";"1230";"F8EEE9D7-E049-4083-AB3C-CB859C5CAADC";"3";"überhaupt nichts";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"1";"41";"2";"1";"1";"1";"2";"2";"3";"1";"1";"1";"1";"3";"3";"3";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"3";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"3";"3";"0";"1";"0";"2";"6";"6";"2";"2";"4";"4";"4";"2";"1";"2";"2";"2";"3";"4";"4";"3";"5";"2";"2";"2";"2";"2";"1";"-77";"5";"4";"1";"0";"0";"0";"1";"1";"0";"2";"4";"4";"4";"4";"4";"6";"4";"3";"3";"4";"4";"5";"5";"4";"4";"4";"4";"6";"6";"4";"4";"5";"2";"3";"-99";"4";"-99";"5";"-99";"6";"-99";"5";"-99";"6";"-99";"6";"4";"2";"1";"4";"7";"-99";"4";"-99";"16";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; SM-A505FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"2";"2,7,4";"0";"6028401,6028402,6028403,6028403,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"0";"0";"-77";"-77";"6e1725f626cbc3b0e5a0a2ea752278cf";"3";"0";"1634590143";"2021-10-18 20:49:03";"2021-10-18 21:09:33";"0000-00-00 00:00:00";"9";"45";"157";"206";"231";"0";"255";"266";"358";"413";"455";"492";"553";"599";"618";"711";"761";"808";"850";"917";"926";"988";"1022";"1059";"1084";"1114";"1135";"1157";"1219";"1230"
"2108";"0";"0";"31";"6028435";"-77";"848";"AFD4E855-8532-450B-94EC-507AA23A31B6";"3";"Digital ";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"1";"24";"2";"1";"1";"1";"3";"3";"3";"1";"1";"2";"1";"3";"3";"3";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"5";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"3";"2";"0";"1";"0";"2";"4";"5";"3";"1";"3";"4";"4";"2";"3";"1";"4";"2";"5";"4";"1";"5";"6";"2";"1";"2";"2";"2";"1";"-77";"4";"4";"1";"0";"0";"0";"1";"1";"0";"1";"2";"2";"1";"2";"1";"6";"2";"1";"2";"1";"1";"1";"5";"2";"3";"2";"3";"4";"5";"5";"5";"1";"2";"7";"Grundbuch eintragen, halter von Fahrzeugen,  werkstattberichte für Kfz,";"1";"Zur sicheren Daten Abgleich ";"3";"Gute Frage.";"7";"Das Beispiel oben ist gut";"7";"Rechtsanwalt könnten schneller antworten geben";"1";"Kein nutzen,";"5";"3";"2";"1";"4";"3";"-99";"5";"-99";"6";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; SM-G955F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"2";"2,7,5";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"1";"0";"-77";"-77";"d47d70d844055c02cb0ed4a5954ac681";"3";"0";"1634590800";"2021-10-18 21:00:00";"2021-10-18 21:14:08";"0000-00-00 00:00:00";"4";"20";"81";"106";"128";"0";"151";"160";"202";"239";"265";"279";"307";"333";"344";"382";"427";"449";"472";"514";"520";"584";"622";"652";"691";"746";"780";"795";"841";"848"
"2109";"0";"0";"31";"6028435";"-77";"1546";"79B26FB9-E561-4E67-B8B5-952245374F55";"3";"nichts";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"38";"2";"1";"1";"1";"1";"3";"2";"2";"2";"2";"3";"3";"3";"3";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"4";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"3";"5";"0";"1";"0";"1";"3";"3";"5";"5";"4";"5";"2";"3";"2";"2";"2";"2";"4";"1";"5";"5";"4";"2";"2";"2";"2";"2";"1";"-77";"4";"4";"1";"0";"0";"0";"1";"1";"0";"2";"3";"3";"4";"4";"4";"6";"6";"4";"5";"5";"6";"7";"5";"5";"6";"4";"4";"4";"5";"4";"3";"2";"5";"4";"KFZ Brief";"4";"nirgendwo";"7";"-99";"6";"Autoversicherung nur dann, wenn ich es nutze";"7";"bei der Nutzung von jeglichem, persönlichem Internet-Content";"6";"-99";"6";"2";"2";"1";"5";"5";"-99";"1";"-99";"24";"Familie";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.1.2 Safari/603.3.8";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"1";"1,7,4";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"0";"0";"-77";"-77";"5fd4c3630f7f5b5d8e2e9b55eb79a2eb";"3";"0";"1634591069";"2021-10-18 21:04:29";"2021-10-18 21:30:15";"0000-00-00 00:00:00";"5";"19";"77";"110";"126";"0";"146";"152";"197";"224";"276";"308";"369";"433";"444";"670";"785";"823";"857";"913";"919";"1002";"1041";"1084";"1227";"1341";"1374";"1443";"1532";"1546"
"2110";"0";"0";"31";"6028435";"-77";"973";"1014828B-BD3E-4EC1-B060-FB95E5AACEBF";"3";"Bitcoin";"1";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"62";"2";"1";"1";"3";"2";"2";"2";"2";"1";"1";"3";"2";"3";"3";"3";"1";"0";"1";"0";"0";"0";"0";"0";"6";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"1";"2";"5";"-77";"-77";"-77";"2";"0";"7";"5";"6";"3";"3";"3";"1";"4";"1";"5";"2";"4";"4";"7";"7";"7";"2";"2";"2";"2";"2";"2";"2";"4";"5";"1";"0";"0";"0";"1";"1";"0";"2";"4";"4";"4";"4";"4";"6";"7";"4";"7";"7";"7";"7";"4";"4";"7";"7";"4";"4";"7";"7";"7";"7";"1";"4";"Erstmal noch nichts";"4";"Weiß ich noch nicht.";"7";"abwarten";"4";"Weiß ich noch nicht.";"7";"bei den oben genannten Beispielen";"4";"Weiß ich noch nicht.";"6";"3";"1";"1";"1";"7";"-99";"1";"-99";"24";"keine";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 Edg/94.0.992.50";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"6";"6,1,7";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"1";"1";"0";"-77";"-77";"4f39258199176109b23150b997bb3151";"3";"0";"1634591620";"2021-10-18 21:13:40";"2021-10-18 21:29:53";"0000-00-00 00:00:00";"6";"19";"97";"141";"171";"0";"214";"0";"262";"293";"318";"334";"369";"405";"415";"469";"509";"542";"563";"603";"620";"663";"711";"751";"790";"839";"872";"896";"965";"973"
"2111";"0";"0";"31";"6028435";"-77";"827";"007771DE-8CA7-4F88-ACD8-46CBA505D0E3";"3";"-";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"9";"2";"5";"5";"6";"2";"2";"2";"2";"2";"2";"2";"2";"0";"2";"2";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"4";"4";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"6";"6";"-77";"-77";"-77";"2";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"2";"4";"4";"4";"4";"4";"1";"1";"1";"1";"1";"2";"1";"4";"4";"4";"1";"0";"0";"0";"2";"0";"2";"3";"3";"3";"3";"0";"6";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"4";"-99";"5";"-99";"5";"-99";"5";"-99";"5";"-99";"5";"-99";"6";"6";"2";"1";"2";"2";"-99";"2";"-99";"5";"-99";"1";"-99";"1";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"3";"3,1,7";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028416,6028416,6028417,6028418,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"1";"0";"-77";"-77";"3d49f15c0fcd760c2ecafb44c758d505";"3";"0";"1634591858";"2021-10-18 21:17:38";"2021-10-18 21:31:25";"0000-00-00 00:00:00";"66";"558";"608";"620";"627";"0";"632";"0";"648";"657";"665";"673";"682";"701";"705";"0";"717";"727";"735";"752";"755";"762";"769";"775";"782";"786";"790";"799";"823";"827"
